Name,Time,Content,Repost,Comment,Like
倪四月,08-04,"本周之内，因为数位女生选择站出来勇敢地袒露自己曾被性侵的经历并指控当事人，“米兔”运动终于在中国变成了一股真实的能量，从高校到公益界再到媒体圈，鼓励着更多的受害者为自己发声。
 性侵是怎么发生的 | 1700个关于性侵的故事 北京·三里屯VILLAGE南区",0,1,5
忽然想到这个与哪个,08-04,"在最近的米兔运动中，我关注到一篇相关文章（现已被删除），这篇文章是基于一次问卷调查中收集到的1700个真实的和性骚扰、性侵有关的故事组成。在这些故事里，女性是遭受侵害的绝对弱势群体，而她们中的绝大多数人在被侵犯的当下都选择了沉默。
 
 每一个故事都那么真实，又那么残酷，让人印象深刻。我希 ...全文",0,0,2
青光楚辞,08-04,"|读书| 📖
 终于利用很多很多个地铁上的杂碎时间把「房思琪的初戀樂園」看完了，看的是繁体版，慢慢的读慢慢的感受。这是一本很丧的书，前半本看下来对社会原先的看法会崩塌，让人作呕又心疼至极。
 
 前段时间米兔运动风风火火，公益圈公知圈的性侵频频爆出，龙泉寺住持被举报，格式工整的95页pdf举 ...全文",0,0,0
多想想好事,08-04,今天看到一句话：米兔运动到（猪jun），到极乐寺，然后就戛然而止了。果然，再轰烈烈的运动，斗不过权利。,0,0,3
爆浆中子星,08-04,可是很多东西就是很迷。米兔运动带来的对于性骚扰界定、对于如何建立一个更加完善的法律制度、如何更好的保护人们免受这类伤害等一系列问题的讨论本来就是正常而且正确的。嘲讽这些讨论并觉得这些讨论是伤害米兔运动的想法真的难以理解。这里需要一个这样的制度，当然可以说“有”是优先的，但是“好” ...全文,1,18,12
ffragrant,08-04,"#任继长#
 感谢米兔运动，让我在微博上重新看到了尚启庄这个人，我很确信这个人就是当初性侵我的那位，说话的语气与当时如出一辙。我当时刚从浙传毕业，打算在工商时报做个实习。前半个月还算顺利，但是因为某一次参加了一场会议，认识了尚启庄。其实一开始我就有些纳闷，为什么一个站长会突然来认识我 ...全文",0,2,3
祝羽捷,08-04,假疫苗和米兔运动看得人心情压抑，水鬼的故事让人喘不过气，双胞胎溺亡心痛，天天担心了这个担心那个，说好的开朗乐观呢？可能还是担心自己挣扎在贫困线上的事实会轻松一些吧,0,0,3
地瓜儿苗,08-04,"米兔运动的爆发，其实是多方面因素促成的。
 那些超乎想象的真实故事，一件件的，以不同的方式呈现在我们眼前。过去，我们愤怒，揪心，哭喊。现在，终于有了抗争的契机，这一步走的太不容易。
 
 这一步，背后是无数女性的淋淋鲜血。
 人类社会的进步，代价总归是太大了。",0,0,0
Up Against,08-04,#I’ll be your voice# 一位母亲骇然发现，自己的双胞胎女儿在参加某收费不菲的夏令营时，被“教练”猥亵。“当米兔运动发生在媒体圈、大学里、甚至LQ寺，我承认自己有点小自私，有种作壁上观的感觉。因为觉得那是新闻里的事情，离自己还远，庆幸自己没遇到过……” 当性侵害成为二手烟，谁能完全幸免 ...全文,1,4,10
Aliceqq紫霞,08-04,最近热播的《延禧攻略》把里面的故事背景换到现在，毫无违和感，阿满被强奸遭遇荡妇羞辱死后仍然被污名化，当今社会不还是如此吗，米兔运动中勇敢站出来的女性遭受多方围攻，不幸遇害的女子得不到法律援助，施虐者却逍遥法外，大清亡了其内核始终阴魂不散,1,0,1
周健野谈,08-04,再大的新闻也就7天热度：假疫苗，没动静了；中国米兔运动，没动静了；XX寺大和尚，没动静了；曹远航，也会慢慢地离岸。 只有文艺界闹出屁大点儿的事，才会真正吸引人的眼球。毁三观，爱三俗，这已成为导向。,0,0,3
米兔运动与公益组织管理的个人化危机,08-04,"关于那不勒斯四部曲，总算把读完的想法梳理了一下，联系到最近的米兔运动，觉得是一种呼应。
 故事中两位女主人公的探索，她们在这种友谊的影响下的曲折的成长，对于自我的不断怀疑确认，这些都有别于男性的那种确凿，女性的成长受到太多的诱惑、投射，或者说规劝、示范，男人只有一条路，就是成为一个 ...全文",0,0,4
倪四月,08-04,【米兔运动与公益组织管理的个人化危机】在长达7年的时间里，邓飞控股的公司不当占有了这些原本该属于其发起的公益组织的财产。2018年6月19日，邓飞与章某某、姜某某将个人的公司所有股权转让给了邓飞担任法人代表的浙江省益农慈善基金会，公司转让价值是几百万还是几千万，以及如何评估出这个结果，目 ...全文,0,0,0
忽然想到这个与哪个,08-03,"这事如同其他骇人听闻的社会新闻一样，引起一阵激愤和讨伐之后就被迅速遗忘，并没有点燃什么东西。人心像是早就被烤成了灰烬，用手一捻，不过是多了一层灰。 （via.蒋方舟《我承认我不曾历经沧桑》）
 
 PS：感觉这句话可以适用中国的疫苗事件、性侵事件、米兔运动，各种事件。",90,14,129
青光楚辞,08-03,《她是「日本之耻」，更让世界蒙羞》从席卷欧美世界的米兔运动，再到前段时间章文事件引发的各界“动荡”，都说明了这世界看似充满阳光，仍有许多阴暗面存在。网页链接,0,0,2
多想想好事,08-03,"本周之内，因为数位女生选择站出来勇敢地袒露自己曾被性侵的经历并指控当事人，“米兔”运动终于在中国变成了一股真实的能量，从高校到公益界再到媒体圈，鼓励着更多的受害者为自己发声。
 性侵是怎么发生的 | 1700个关于性侵的故事 北京·三里屯VILLAGE南区",212,25,146
爆浆中子星,08-03,"在最近的米兔运动中，我关注到一篇相关文章（现已被删除），这篇文章是基于一次问卷调查中收集到的1700个真实的和性骚扰、性侵有关的故事组成。在这些故事里，女性是遭受侵害的绝对弱势群体，而她们中的绝大多数人在被侵犯的当下都选择了沉默。
 
 每一个故事都那么真实，又那么残酷，让人印象深刻。我希 ...全文",6,119,65
ffragrant,08-03,"|读书| 📖
 终于利用很多很多个地铁上的杂碎时间把「房思琪的初戀樂園」看完了，看的是繁体版，慢慢的读慢慢的感受。这是一本很丧的书，前半本看下来对社会原先的看法会崩塌，让人作呕又心疼至极。
 
 前段时间米兔运动风风火火，公益圈公知圈的性侵频频爆出，龙泉寺住持被举报，格式工整的95页pdf举 ...全文",0,1,17
祝羽捷,08-03,今天看到一句话：米兔运动到（猪jun），到极乐寺，然后就戛然而止了。果然，再轰烈烈的运动，斗不过权利。,83,13,196
地瓜儿苗,08-03,可是很多东西就是很迷。米兔运动带来的对于性骚扰界定、对于如何建立一个更加完善的法律制度、如何更好的保护人们免受这类伤害等一系列问题的讨论本来就是正常而且正确的。嘲讽这些讨论并觉得这些讨论是伤害米兔运动的想法真的难以理解。这里需要一个这样的制度，当然可以说“有”是优先的，但是“好” ...全文,0,7,8
Up Against,08-03,"到家了和老爸聊大天，给他普及起了米兔运动，条分缕析地说下来，才发现自己不知不觉已经记忆、理解和思考了那么多。老爸听着也很感兴趣，有时候会打断询问一些细节，让我能顺着这个问题把接下来的答案和更多细节引出来。我翘着尾巴琢磨，如果录下来都能写一篇不错的回顾综述了。
 
 这是我会强烈地感受到 ...全文",0,0,0
Aliceqq紫霞,08-03,今天在外网看到一个匿名短评认为非常有说服力，一针见血。后来细看想起来这是来自自己一年半之前针对性骚扰的理法评价，只是因为今天的米兔运动在搜索关键词时冒了出来。于是很自恋地开始感慨所谓“三观合”的不易--在面对现象时有着相似的聚焦点，并因此立论。立论后有着相似的的问题意识并针对性回应 ...全文,8,5,6
吃得很胖的日本代购,08-03,【米兔运动与公益组织管理的个人化危机】在长达7年的时间里，邓飞控股的公司不当占有了这些原本该属于其发起的公益组织的财产。2018年6月19日，邓飞与章某某、姜某某将个人的公司所有股权转让给了邓飞担任法人代表的浙江省益农慈善基金会，公司转让价值是几百万还是几千万，以及如何评估出这个结果，目 ...全文,0,3,5
澳大利亚SBS广播公司,08-03,希望争论国内米兔运动是不是矫枉过正的人好好研读下秦晖老师的书，比如《共同的底线》。我先读为敬了,0,1,4
非椭圆办公室,08-01,#米兔运动# 不要偷懒，学会保护自己。,0,0,2
孩纸我是你亲爹你知道吗,08-01,你是否有权利做某件事，和你做这件事是否理智，不是一个问题。当下米兔运动，有些田园女权已经严重跑偏，明知山有虎，偏向虎山行。就像某大V曝的事，某女收留男同事在家过夜，两个人躺在一张床上，半夜某女说脚凉就去掀男同事的被子，结果被男同事给办了。然后某女报警说强奸，我觉得警方不会采信，搁 ...全文,0,0,3
汉娜前后,08-01,大家都知道，最近因为米兔运动，蒋方舟等女性揭露了章文强奸性骚扰的丑闻，大部分公知最近都选择了装死狗避风头，都不出来主动发言了。因为公知圈性骚扰丑闻，导致美国在中国面临着无狗可用的尴尬局面。正当大家感叹“没有了公知造谣传谣，叽叽歪歪，这个世界终于清静了”的时候，一位清华大学毕业的美 ...全文,0,0,0
Carbonic-xtral,08-01,亲王玷污宫女非但不被降罪，还可以每日逍遥风光。真实的讽刺#米兔运动#,0,0,0
酸化切鸭,08-01,米兔运动里一些丑恶的男性和女性嘴脸真是看的我无奈 施害者罪大恶极当然是毋庸置疑 但是那些20多岁心智成熟的受害者才是我想要说说的 受害者有罪论肯定被很多人唾弃 但在我看来很多情境下的伤害都是可以避免的 女孩们无非是出于侥幸心理或者迫于男性所掌握的权利而被性侵（甚至有一些在我看来就是 ...全文,0,0,0
冷藏实验室,08-01,早晨和一个朋友争辩，因为他雇佣了染指米兔运动的男性作为公司中层，因为觉得他有才华，我大大不同意，坚持认为人品第一，没有人品也就充其量只是小聪明，何谈才华。作为女性，如果正在找工作和换工作，你愿意给曾经有性骚扰前科的人做下属吗？你觉得人品不好的人会有才华吗？,0,1,8
杰克船长jiejie,08-01,"回顾之前经常请吃饭的漂亮姐姐，并非只有被媒体大肆渲染的甜美小奶狗，米兔运动也是一条剧情主线，据理力争反被泼脏水，最后发配边远仓库，职位明升暗降 看密会的时候被安畔锡导演安利了拉赫马尼诺夫，这次选的配乐也很好听，话说腾讯买了好多韩剧ost版权。
 이남연 (李南延)《Up Against》 ...全文",0,23,5
夏蝉和西瓜,08-01,"老虎、苍蝇一起打，那么多的官关进去了。政治，经济，院校，宗教，传媒，医药……可以免吗？不可能，必须捋顺。以前是怎么打击官链的?所有关系，工作、生活，普通朋友，庇护方。反击幅度大，速度快。
 现在米兔整风运动起头而已。林林总总一起打，必定是血腥的实锤。",0,0,2
ice重生一直在,08-01,【米兔运动与公益组织管理的个人化危机】在长达7年的时间里，邓飞控股的公司不当占有了这些原本该属于其发起的公益组织的财产。2018年6月19日，邓飞与章某某、姜某某将个人的公司所有股权转让给了邓飞担任法人代表的浙江省益农慈善基金会，公司转让价值是几百万还是几千万，以及如何评估出这个结果，目 ...全文,0,1,0
天上的昵图,08-02,希望争论国内米兔运动是不是矫枉过正的人好好研读下秦晖老师的书，比如《共同的底线》。我先读为敬了,0,0,0
小小的荞麦花,08-02,#米兔运动# 不要偷懒，学会保护自己。,1,9,7
乌合之子,08-02,你是否有权利做某件事，和你做这件事是否理智，不是一个问题。当下米兔运动，有些田园女权已经严重跑偏，明知山有虎，偏向虎山行。就像某大V曝的事，某女收留男同事在家过夜，两个人躺在一张床上，半夜某女说脚凉就去掀男同事的被子，结果被男同事给办了。然后某女报警说强奸，我觉得警方不会采信，搁 ...全文,0,0,2
瑞记 的微博,08-02,大家都知道，最近因为米兔运动，蒋方舟等女性揭露了章文强奸性骚扰的丑闻，大部分公知最近都选择了装死狗避风头，都不出来主动发言了。因为公知圈性骚扰丑闻，导致美国在中国面临着无狗可用的尴尬局面。正当大家感叹“没有了公知造谣传谣，叽叽歪歪，这个世界终于清静了”的时候，一位清华大学毕业的美 ...全文,28,70,73
大宝小乖长肥了么,08-02,亲王玷污宫女非但不被降罪，还可以每日逍遥风光。真实的讽刺#米兔运动#,0,0,0
惡女逛大街,08-02,米兔运动里一些丑恶的男性和女性嘴脸真是看的我无奈 施害者罪大恶极当然是毋庸置疑 但是那些20多岁心智成熟的受害者才是我想要说说的 受害者有罪论肯定被很多人唾弃 但在我看来很多情境下的伤害都是可以避免的 女孩们无非是出于侥幸心理或者迫于男性所掌握的权利而被性侵（甚至有一些在我看来就是 ...全文,0,2,6
#女人的权力#,08-02,早晨和一个朋友争辩，因为他雇佣了染指米兔运动的男性作为公司中层，因为觉得他有才华，我大大不同意，坚持认为人品第一，没有人品也就充其量只是小聪明，何谈才华。作为女性，如果正在找工作和换工作，你愿意给曾经有性骚扰前科的人做下属吗？你觉得人品不好的人会有才华吗？,0,1,1
TheFatFace,08-02,"回顾之前经常请吃饭的漂亮姐姐，并非只有被媒体大肆渲染的甜美小奶狗，米兔运动也是一条剧情主线，据理力争反被泼脏水，最后发配边远仓库，职位明升暗降 看密会的时候被安畔锡导演安利了拉赫马尼诺夫，这次选的配乐也很好听，话说腾讯买了好多韩剧ost版权。
 이남연 (李南延)《Up Against》 ...全文",0,0,1
KnowYourself官微,08-02,"老虎、苍蝇一起打，那么多的官关进去了。政治，经济，院校，宗教，传媒，医药……可以免吗？不可能，必须捋顺。以前是怎么打击官链的?所有关系，工作、生活，普通朋友，庇护方。反击幅度大，速度快。
 现在米兔整风运动起头而已。林林总总一起打，必定是血腥的实锤。",0,0,7
取消确定不确定,08-02,"米兔运动【空境深度解读03】藤乃，你要是觉得痛的话，一定要说出来啊。 UP主：网易王三三
 #bilibili# 【空之境界03】藤乃，你觉得痛的话，一定要说出来 （哔哩哔哩客户端下载网页链接）",0,0,3
果子狸777,08-02,【中国的”米兔“运动之争】最近清华大学社会科学学院政治学系副教授刘瑜博士发表了她对Me Too运动的看法的文章，引起了新一轮争论。活跃的女权主义者刘满新撰文《性侵者的恶魔化与米兔揭示的撕裂》表达观点，点击链接收听对刘满新的采访：网页链接,0,0,3
李银河,08-02,米兔运动本来是女人维护自身权利的运动，核心是维护社会公平正义。在这一点，所有人都该支持米兔运动。但是，如果矫枉过正，泥沙俱下，完全以女人事后的感受作为判断是否骚扰的标准，那就突破了法律的基本公平正义。用错误的手段解决错误的现象，那还有什么意义？男人主导社会是无需多言的事实（这种主 ...全文,0,0,1
岚心若尘,08-02,我不觉得米兔和排卵有什么冲突，排卵说明女性可以正视自己的欲望，米兔不是守贞运动而是代表女性有去拒绝自己不要的性的权利。两者都只能说明女性变得更加自由，性解放不是单纯的性随便，而是每个人都有获得自己想要的性，也有拒绝不想要的性的自由，最重要的是每个人都有自己选择的权利,36,17,179
清华常江,08-01,在我看来，米兔运动无关性别或被侵害的程度、种类，根源在于对权力滥用的焦虑。性侵问题在当代的本质问题就是权力问题。而国内的现状，权利与权力的边界如此混乱不堪，加重了大家对最私隐的性权利的焦虑。,54,77,160
50名受害人自述性骚扰行为分析，米兔是否大鸣大放,07-31,逛联合书店发现了一个残忍的事实，曾经在联合书店官博看到的《民主的细节》，它的作者竟然就是这次米兔运动里那位「公知」刘瑜，肥肠难受了。,0,8,7
发呆的小甜饼,07-31,"枪毙发言一下
 既然按鲁迅先生说的中国人是折中的性格
 那么国内的米兔运动可以再激烈，反抗再激烈（其他同理）
 然后为了折中就会答应之前的要求
 【什么几把理论】",1,0,5
非椭圆办公室,07-31,"受害者有罪论和女性有罪论真的是恶臭好难过在这样一个社会环境下米兔运动还算过激吗 女权再激进也不为过吧
 一个女孩子被杀了谣言也不放过她 凭什么呀！对她怀有这么大恶意",2,8,24
马几克,07-31,"理性讨论洛杉矶唬人队是不是历史上强奸犯最多的篮球队？？
 1，老大带头强奸这个不说人人皆知
 2，老大甩锅沙克，沙克也干了说明沙克也是
 3，尼克杨致敬科比强奸然后付费和解
 4，第一詹吹师弟中学时就已经强奸
 5，卡尔马龙，虽然是被勾引，但瓦妮莎事后反悔，按照米兔运动标准马龙也是强奸犯。 ...全文",1,6,3
积极向丧,07-31,"虎扑这群男的平常各种有色玩笑，“我tm社保”“三年血赚五年不亏”，现在为了diss吴的粉丝竟然开始说“坐地排卵”不够优雅有文化。
 还有假装文化人说“我认为，中国的女性不该是这样的”“这伤害了米兔运动”的逼王男，而这男的对虎扑平时的低俗文化却是轻轻放过，说很正常。
 哇，女性为什么都得按他的 ...全文",7,9,6
龚钴尔,07-31,米兔运动、性侵跳楼、被前男友割喉、家暴等等，无一不暴露出女性生存的社会环境。除了咬紧牙关大声呼吁、互相提醒如何避免和人渣接触、尽量网络抱团取暖，好像我们什么也做不了。想到这些就难免很绝望。难道真的只能靠每个女人，增加智慧、增长见识、增强辨别是非的本领，以便认清人渣并快速脱身吗？,0,0,1
Think__Do,07-31,米兔运动中，谁一旦在社交媒体上被控诉有过性骚扰，任何人都可以诅咒践踏，无需调查与审判。米兔运动的武器——公开羞辱，这个古老但已被我们所废弃的刑罚，在21世纪卷土重来了。阅读全文请戳性骚扰：一场关于公开羞辱的卷土重来,0,0,6
到底要怎样aaaaaa,07-31,"鄢烈山的微博字字句句都透露出，性骚扰是一种正常行为，好像女性就应该受着这种委屈，要不你就辞职。没有反思出现这种性骚扰行为的扭曲环境反而视之为必然和平常，权力上层好像就应该支配和控制下层。米兔不就是为了打破这种思维模式和环境才兴起的吗？!
 米兔不是群众运动，是社会运动。",2,77,8
#I will be your voice#,07-31,"微博正文
 
 我想起那兔有句话 我们在这里守卫边疆，是为了祖国的亲们为了甜咸豆腐脑战上10页
 你们现在回去看，都还是清一色的【感动】【为种花家】，没人说【甜咸豆腐脑】不能战，真无聊。
 米兔运动的兴起与发衍，不就是为了当这些女粉丝说出这些话时，能够不被羞辱吗？这些女粉丝这么讲当然 ...全文",0,1,4
不是宏推大宏推,07-31,不知道为啥之前这条微博被屏蔽了看卢梭的《忏悔录》无意间发现卢梭在青少年时代遭遇男性性侵犯的事情，女总管和管理员的态度与嘴脸，不禁让我感到原来过了三个多世纪，人们对待性侵的态度丝毫没有改变啊！如果说之前我对米兔运动没有过分热情，那我现在只想说这个运动是具有划时代意义的，它宣告 ...全文,0,4,3
D会发光哦,07-31,民國九十四年就立了性騷擾防治法，現在都民國１０７年了…心好累！#米兔运动# #女人的权力#,0,0,0
心理咨询叶老师,07-31,在这个事件和米兔运动的影响下，日本110年后首次修改了相关法律，这让我很相信，不管现状有多糟糕，日本女性权益问题得到解决只是时间的问题。看完真是感叹发达国家和发展中国家的差距太悬殊了，因为类似的事件同样的运动，放在一个有十多亿人口并且民智未开的国家，换来的却是舆论的封锁和打压。,0,0,2
假面藤,07-30,#米兔运动#终于来中国了。在许多人争论这场运动的实质时，我们更关心的是，“性侵犯”究竟离我们有多远？是什么让发声如此困难？我们又能为受害者做些什么？这里是一份将近3万人参与的调查，希望它能帮你找到答案。沉默即共谋，不要做沉默的大多数，不要成为默许恶的共谋。,1,10,7
梨子酸酸,07-30,#米兔运动# 举国爆料，全民狂欢。,1,2,1
爱喝熙米露的宋胖6002,07-30,"垃圾垃圾垃圾！新闻界好欺负？你还好意思把汤案和米兔并列说，汤案不就是你们新闻舆论界，想看看能在司法那里搞到点油水而弄出来的吗？有胆子在公权眼皮子底下抢肉吃的人好欺负！？
 
 其次，把米兔运动无法触及官场来当作指责，指责被害女性的“懦弱”、“不公”？气到说不出话来，下贱东西！你后面洋 ...全文",0,1,0
喜灰灰姑娘,07-30,我回答了 @有空捡破烂 的问题，问题价值￥100.00，大家快来花1元围观~ 微博问答,1,3,3
"#my body,my right#",07-30,"这两天北京龙//船//寺95页PPT事件让米兔运动又掀起了一个高潮，我想起了我也曾经被要求男女双修，看着那位住持对比丘尼说的话，简直就是同一个套路。
 
 这位当事人自带光环，拥有很多头衔，在金融投资、企业管理、哲学思想、中西文化等领域都颇有斩获，我们这种普通人眼里只有膜拜的份。
 
 刚开始与对方 ...全文",0,0,2
男权麻麻,07-29,"#I’ll be your voice# 推荐阅读：《50名受害人自述性骚扰行为分析，米兔是否大鸣大放》，通过数据分析驳斥米兔运动在中国发展过热、冲淡了疫苗热点的观点。
 
 50名受害人自述性骚扰行为分析，米兔是否大鸣大放",0,3,6
老李滔滔不绝,08-01,"看了一条微博，觉得里面有一个观点说得很有道理。很多男人根本就不在意米兔运动，也不在乎女权不女权。他们甚至会说“中国有男女不平等吗？我没觉得啊”——归根到底，他们根本就没有去深入思考过性别歧视这个现象。
 
 分享一个例子：我的办公室有个男的发现了一篇绿帽文，里面男主他老婆被别的男人强j ...全文",0,2,2
作家二美,08-01,米兔运动必然会引起一些男人的反感，因为女性意识的崛起挑战了男权社会的秩序，让一些男人不舒服，更胖一些男人不能任性是否还记得北京某银行女职员被性骚扰的事件？摆平这件事背后的力量值得反思。抬头三尺有神明，对着自己的良心想一想，男人被米兔误伤和女人被职场骚扰，哪个更严重？恐怕根本不是一 ...全文,0,0,3
美国大兵净多,08-01,"第一张图展示了7月份米兔运动的战绩，打击目标主要在文化界，没有官员，没有宗教界人士，意识形态的最高权力完好无损，而能起到制衡最高权力的力量却相继倒下。在监控严格的当下，米兔运动是获得部分默许的。
 
 图二便是当前的状况，大土在逐个消灭对手。米兔运动不会导向平权，只会走向更严酷的独裁统 ...全文",0,0,2
阳明青年门徒会解救中心,08-01,据一个会算命的朋友说，2018年也许是很多人命运的一个转折点。想来想去最近确实发生了很多事，毛衣战，嫁移苗，米兔运动，就是觉得突然一下子发生了那么多事。而就身边人而讲，确实有很多朋友在这一年结婚生子，也有一些人的职场又面临着新的开始。也许真的是一个命运的转折点，而我们却浑然不知。,0,0,0
郴州 · 汝城县城郊乡,08-01,米兔运动天天爆出惊雷，照现在这个架势发展下去，长得不高的，兜里没钱的，长得不帅的，“七夕”节表白失败的……都会被无情地归入性骚扰，钉在历史的耻辱柱上,0,2,1
画风奇怪的喵星人,08-01,现在的米兔运动都集中在谴责和追缴具体犯案的个体，其实还需要谴责和追讨的是由无数个个体组成的，无形中助长和培养“男权泛滥/物化及矮化女性”的环境和价值观。看看中国那些影视作品、刊物、图片...，再看看中国的观众的附庸、随大流、人云亦云....又有几个不是帮凶呢？鉴于同样存在油腻女权（小奶狗 ...全文,0,0,0
柏忆,08-01,#I will be your voice# 恶心！极度恶心！米兔这一把火烧的好，该把这些人渣烧个干净。怎么敢生孩子？怎么敢生女儿？？？阿米兔佛！曾经还经常翻某人渣的微博，觉得颇有受益。现在想想真是愤怒恶心的想吐。想起自己幼时被性侵的经历，觉得万幸没留下什么心理阴影，然而愈发担忧潜在的影响可能比显性的 ...全文,1,5,13
湖边的风哥,08-01,"米兔运动发展到现在，似乎得出一个结论：只有一个女性参加的饭局不能去
 想起来人生当中参加过好几次唯我一人是女性的饭局有时高中同学聚会喊我毫不犹豫的就赴约去到才发现别的女生都没空也曾有我组同学聚会而只有一个男生出席的......可是、我们谁都没骚扰谁啊… ...全文",0,0,0
橘子走路,08-01,我发表了头条文章:《对于米兔运动的一些看法》 对于米兔运动的一些看法,0,4,4
#你国妇女儿童生活现状#,07-29,米兔运动风起云涌，各种大佬纷纷中枪，义愤填膺者有，暗自坏笑者有，但在我看来，其实都是弱智，如此简单的裤裆这点事，几千年来把人搞得这么痛苦，惨烈而严苛、普遍且深远，这不是弱智是什么？,0,3,6
橘子走路,2017-09-28,"米兔运动在中国，就像兔子一样任人宰割。
 但是兔子急了还咬人呢。",6,25,169
#你国妇女儿童生活现状#,2017-09-20,万万没想到米兔运动进行到现在，下一个被曝出来的是zhùchí。PDF被删，longquansi三个字也不能打，我佛慈悲。,0,1,0
隐形Benjamin,2017-09-01,"我希望
 米兔运动能向公务员行政事业队伍里延伸一下
 不是女权 没有直女癌 不奢望真的两性平等
 只是希望在严厉的权力体系下
 姑娘们都能没有心理负担的去工作
 不需要过分察言观色消耗人生
 其实这是个重灾区
 我实名 我不怕",0,0,0
空心菜头-加缪,2017-08-29,"1.感受到米兔运动的力量了，路过大学门口，一个姑娘举着一张男人肖像，上面写着XXX侵犯我#my body,my right#
 2.听了曾老师讲精神分析，接触越多越多越发现心理学的迷人之处#人人都需要了解点心理学知识#",35,38,80
刘沐之,2017-07-11,「男权运动白皮书」今后的工作重心放在舆论导向上。借着米兔运动来个全国大串联，同时借机制造冤假错案，降低该运动的公信力。,0,0,0
BlueJ薄荷,2017-07-10,"北京积水潭医院医患互殴，网传涉事医生为新浪微博百万大V，烧伤超人阿宝……
 哎，同样是大V，人家一整就是米兔运动，烧宝倒是与众不同，竟然是打架。不过我看了下新闻，止血钳不是手术上用的么？这看着就不是手术室啊？",0,0,0
是我的甜菜兴啊,2017-07-09,不要盲目崇拜名人#米兔运动#,0,0,0
Sukimiko,2017-06-22,"很多极端女权主义者在疯狂的为米兔站台，但是就在米兔的发源地——美国——这个运动给美国人民的什么印象呢？在米兔运动在美国发动半年之后，皮尤研究中心发布了一个共调查6251人的问卷调查报告，而报告显示：
 
 51%的美国人认为这个运动会让工作场所的男性与女性间的交往变得更加困难；
 36%的人认为在 ...全文",263,242,102
道系少女庄公子,2017-04-04,慕容雪村：每个成年男性都可能被这场运动波及，但扪心自问，我过去的行为难道就毫无瑕疵吗？在饭桌上、酒局中，乃至一些更私密的场合，我的某些言行是否曾让某位女性不适、厌烦、惊恐？如果有人将这些事说出来，而我因此被批評、嘲笑乃至惩处，这難道不是我应得的吗？但在此之外，米兔运动还有更重要的 ...全文,5,35,384
加拿大·温哥华,07-31,"就刚才跟几个同事讲起了龙quan寺的事情，聊着聊着就讲到了最近的米兔运动。结果没想到的是，我们一个男同事的回复竟然是对于那些xing侵者的羡慕。
 -“这叫有本事”“能搞那么多，这辈子也值了”……真特么
 -我反问了一句“你觉得这样说合适么？”
 -对方“我就说说，真开不起玩笑”
 玩 ...全文",2,8,24
太阳花花过家家,07-31,其实米兔运动现在开始，真正见效估计要几十年以后。耳濡目染的环境才最重要。也不是要女权吧，但从小扔给小女孩几本什么叶卡捷琳娜大帝则天女皇之类的书，长大就不太可能围着灶台转了（一个比喻，喜欢当家妇绝对没错！但前提是你真的知道自己喜欢什么，你有选择的权利,1,6,3
注注熊,07-31,米兔运动中，如果只是爆料、只是围观、只是宣泄，男性混乱期的危机、女性成长期的危机，是很难得到积极解决的。从心理发展的角度做分析，普及认知，才是建设性的。不然，大众对两性相处的认知，依然会是一地鸡毛🎣🎯 @清华常江,7,9,6
MITTY噗,07-31,文化对人的影响是深厚的，即便是那些我们并不认同、但却日日浸淫其中的文化。尊敬和尊重是不同的。尊重是基于两个人平等的地位，包含了相互性的要求——我们是不需要尊重那些不尊重我们的人的。但尊敬，本就暗示了权力地位的不对等。因为尊敬，我们会给对方一些特权，比如听一些自己并不爱听的话，表达 ...全文,0,0,1
换个昵称怎么这么难怎么也被占用,07-31,"在我们的文化中，有一种对于权威的敬重，还有一种“要与权威维护好关系”的礼仪。说的不好听一点，有时候存在一种“既媚且惧”的东西——我们不认为自己的人格与那些更有特权的人是完全平等/应该平等的。
 
 我们的社会倾向于认为具有更高的知识、更多的金钱和权力的人，可以获得一些道德上的豁免，用人 ...全文",0,0,6
氯化钠与超儿,07-31,呵呵，这米兔运动真是棒啊，一个个的德行和智商都现形了。,2,77,8
礜寙謣灪,07-31,晚上聊到米兔运动中的一个反例： 一位友人的大学老师被学生实名举报“X骚扰”，其实却并无恶迹。 事情的结果应该是查无对证，无疾而终，但是对于中国人，最重要的名声毁了，之后带来的道德陷落足够他痛苦承受的。 “乌合之众”的又一实例。 事情都是好的，走着走着也可能被利用成坏的。 谢谢， ...全文,0,1,4
贺先生的愚自乐园,07-31,"我支持米兔运动。
 
 我可以断言：米兔在中国必将以失败告终，因为我大清自有国情在此。
 
 但我仍然支持米兔，无条件支持。",0,4,3
#疯特了你们，全中国最会穿衣的男演员了，不会鼠来宝你们就这样挤兑他？#,07-31,"#米兔运动##西北大学 田霖##释学成# 米兔事件不管发酵到什么地步都没有上热搜榜。
 反而这个恋爱搞得一直在榜上。一会吃个饭，一会说个话。是包年了嘛。真是太恶心了。没作品考热搜刷存在。出道到现在就没这么出名过吧。
 虽然不是当事人。不能说出meto。但是特别有同理心。受害人没有任何错。错的是恶魔 ...全文",0,0,0
